accuracy,loss,val_accuracy,val_loss,learning_rate
0.24111999571323395,1.9881715774536133,0.3310000002384186,1.7327290773391724,0.0010000000474974513
0.30452001094818115,1.8094724416732788,0.24789999425411224,2.15582275390625,0.0010000000474974513
0.34351998567581177,1.7085765600204468,0.46709999442100525,1.4093066453933716,0.0010000000474974513
0.3657200038433075,1.6570535898208618,0.44850000739097595,1.5422025918960571,0.0010000000474974513
0.37384000420570374,1.618641972541809,0.43639999628067017,1.5526601076126099,0.0010000000474974513
0.384660005569458,1.601983904838562,0.3813000023365021,2.0247552394866943,0.0010000000474974513
0.4065600037574768,1.5406073331832886,0.5058000087738037,1.275174856185913,0.0005000000237487257
0.41231998801231384,1.5168042182922363,0.4885999858379364,1.4376565217971802,0.0005000000237487257
0.41367998719215393,1.506886601448059,0.5490999817848206,1.2166049480438232,0.0005000000237487257
0.42462000250816345,1.4857444763183594,0.52920001745224,1.2277095317840576,0.0005000000237487257
0.4312399923801422,1.4743998050689697,0.5630999803543091,1.1668922901153564,0.0005000000237487257
0.44176000356674194,1.4549884796142578,0.44350001215934753,1.4494489431381226,0.0005000000237487257
0.44962000846862793,1.4411132335662842,0.5536999702453613,1.1452802419662476,0.0005000000237487257
0.4562999904155731,1.4255297183990479,0.5733000040054321,1.146807312965393,0.0005000000237487257
0.46125999093055725,1.4143484830856323,0.593500018119812,1.0877444744110107,0.0005000000237487257
0.46682000160217285,1.40386962890625,0.5694000124931335,1.1207834482192993,0.0005000000237487257
0.4707399904727936,1.3990720510482788,0.6050999760627747,1.0663485527038574,0.0005000000237487257
0.473580002784729,1.3950309753417969,0.6072999835014343,1.083220362663269,0.0005000000237487257
0.4806399941444397,1.3854888677597046,0.6401000022888184,1.0589348077774048,0.0005000000237487257
0.4821600019931793,1.3784897327423096,0.6495000123977661,1.0196157693862915,0.0005000000237487257
0.4876199960708618,1.36555016040802,0.558899998664856,1.2072279453277588,0.0005000000237487257
0.4885999858379364,1.3601279258728027,0.6284999847412109,1.0838501453399658,0.0005000000237487257
0.49344000220298767,1.3534884452819824,0.6341000199317932,1.020793080329895,0.0005000000237487257
0.5080000162124634,1.3214813470840454,0.6611999869346619,1.0024545192718506,0.0002500000118743628
0.5123199820518494,1.2987854480743408,0.6678000092506409,0.9255765676498413,0.0002500000118743628
0.5140799880027771,1.2928990125656128,0.6909999847412109,0.9233582019805908,0.0002500000118743628
0.5174400210380554,1.2808964252471924,0.7006000280380249,0.8756467700004578,0.0002500000118743628
0.5138599872589111,1.2841852903366089,0.66839998960495,0.9798242449760437,0.0002500000118743628
0.5222600102424622,1.2773089408874512,0.6712999939918518,0.9352841973304749,0.0002500000118743628
0.5200799703598022,1.2674100399017334,0.6996999979019165,0.8794913291931152,0.0002500000118743628
0.52183997631073,1.2620573043823242,0.7096999883651733,0.8724792003631592,0.0001250000059371814
0.530460000038147,1.2459920644760132,0.6987000107765198,0.8962801694869995,0.0001250000059371814
0.5292800068855286,1.2468242645263672,0.70660001039505,0.8626695275306702,0.0001250000059371814
0.5380200147628784,1.2404037714004517,0.699999988079071,0.8704558610916138,0.0001250000059371814
0.5424200296401978,1.229014277458191,0.707099974155426,0.8600481152534485,0.0001250000059371814
0.5443400144577026,1.2228724956512451,0.6723999977111816,0.9606351852416992,0.0001250000059371814
0.5505800247192383,1.2131544351577759,0.7139999866485596,0.842278003692627,0.0001250000059371814
0.5534999966621399,1.2088693380355835,0.6976000070571899,0.8668870329856873,0.0001250000059371814
0.5612000226974487,1.1926000118255615,0.7038999795913696,0.8458821177482605,0.0001250000059371814
0.5604599714279175,1.191872477531433,0.7193999886512756,0.8274693489074707,0.0001250000059371814
0.5649399757385254,1.1894171237945557,0.7146999835968018,0.8449647426605225,0.0001250000059371814
0.5644000172615051,1.1895060539245605,0.6970000267028809,0.8936474323272705,0.0001250000059371814
0.5677000284194946,1.1779571771621704,0.6858000159263611,0.9079345464706421,0.0001250000059371814
0.571120023727417,1.1701581478118896,0.7160999774932861,0.8188592791557312,6.25000029685907e-05
0.5704600214958191,1.1689542531967163,0.7146000266075134,0.8380659222602844,6.25000029685907e-05
0.5725200176239014,1.1644757986068726,0.7269999980926514,0.7946886420249939,6.25000029685907e-05
0.5771600008010864,1.1543787717819214,0.727400004863739,0.8062242865562439,6.25000029685907e-05
0.5725200176239014,1.1638787984848022,0.7279000282287598,0.7983385920524597,6.25000029685907e-05
0.5753399729728699,1.1615961790084839,0.7312999963760376,0.7881248593330383,6.25000029685907e-05
0.576259970664978,1.161939024925232,0.7296000123023987,0.7998337149620056,6.25000029685907e-05
